name,position_desc
前端开发工程师,"岗位职责：1、根据产品设计，利用HTML5相关技术开发手持端、web端、客户端等多平台上的前端应用；2、持续的优化前端体验和页面响应速度，并保证兼容性和执行效率；3、配合UI设计师和产品策划人员研究并改善用户体验；4、与开发人员配合完成Web前端页面开发、功能实现与后期维护。任职要求：1、本科及以上学历，计算机类相关专业，2个以上相关项目经验；2、精通HTML5、CSS3、Javascript最新API，并灵活运用到项目中,有响应式页面、单页应用开发经验；3、熟练使用reactjs,vueJs等常见前端技术，熟练使用React或Vue技术栈。"
前端开发工程师,岗位职责：1、负责项目Web前端部分功能模块的详细实现；2、需求整理：根据实际需求，穷举不同的使用场景，并能快速的写成，使产品开发、产品迭代可用；3、参与需求调研、项目可行性分析、技术可行性分析和需求分析；4、能懂得将需求转化为技术实现路径；5、参与对业务领域内的技术发展动态进行分析研究。任职要求：1.本科及以上学历；2.有较好的团队意识和自驱力；
前端开发工程师(上海),岗位职责1.参与企业信息应用系统的建设及实施；2.根据业务需求，承担或策划应用系统的二次开发工作；3.负责系统客户化模块功能的分析设计与技术实现；4.负责系统客户化模块功能的代码开发、调试、测试和交付工作；5.负责提升信息系统的用户体验和性能优化等工作；6.协助推进信息系统总体架构设计和系统集成工作；7.跟踪了解IT先进技术和经验，参与应用技术的研究和应用；8.完成交办的其他各类技术开发任务。任职要求1.熟悉WEB前端开发基础，熟悉JS/TS/HTML/CSS等前端开发技术;2.熟悉VUE框架、Element-ui等相关技术，了解Echarts等数据可视化技术；3.熟练使用相关工具环境（如git、npm等）;4.掌握前端代码静态分析、单元测试、自动化构建等持续集成相关技术者优先。5.有良好的沟通能力和团队协作精神，有较强的学习能力和主动性。
前端开发工程师,"岗位职责：1、配合产品经理和UI设计师，通过各种前端技术手段，提高用户体验并满足性能要求;2、充分理解产品需求，与后端工程师等共同制定项目实现方案;3、负责公司所有产品/项目的前端开发，确保项目高效、高质量的交付;4、实现用户产品一流的界面交互效果，持续优化代码性能并保持良好兼容性。任职要求：1、本科及以上学历，计算机相关专业；2、熟悉Web开发流程，精通HTML，HTML5,CSS/CSS3开发技术；3、熟悉JavaScript、Ajax等web开发技术；4、熟愁Vue或AngularJS或React、js一种或多种，熟悉响应式设计(Responsivewebdesign)开发,熟悉前后端分离开发模式；5、良好的沟通和学习能力，有团队合作精神。"
前端开发工程师,湖南兴盛优选电子商务有限公司（简称兴盛优选），注册地为湖南长沙市高新开发区，入选国家商务部首批线上线下融合发展数字商务企业，入围“2019年中国独角兽企业”和“2020胡润全球独角兽榜”。兴盛优选是一家关注民生的互联网“新零售”平台，也是湖南省第一家估值超过10亿美金的“独角兽”企业。平台主要定位是解决家庭消费者的日常需求，提供包括蔬菜水果，肉禽水产，米面粮油，日用百货等全品类精选商品。依托社区实体便利店，通过“预售+自提”的模式为用户提供服务。目前，兴盛优选已辐射湖南、湖北、广东、江西、四川、重庆、陕西、贵州、河南、广西、福建、河北、山东、江苏和安徽等15个省、直辖市及6000多个地（县）级城市和乡镇。在中国社区电商赛道，兴盛优选保持领先优势，2020年底日均订单超过1200万单，2020年兴盛优选的年度GMV达到了300亿+元。基于商业模式的成功和业务的持续高速增长，公司吸引了众多国内外知名创投机构的关注和投资，其中包括今日资本、腾讯、春华资本、美国KKR和钟鼎资本等十余家投资机构。公司地址：湖南省长沙市岳麓区岳麓大道芯城科技园二期1栋应聘邮箱：hr@
web前端开发工程师,web前端开发，Vue框架
Vue前端开发工程师（深圳）,公司主营智慧金融解决方案：金融设备软、硬件的自主研发，生产及销售，具体介绍请官网了解。岗位职责（非外包）：1、负责规划产品界面风格、视觉效果和交互体验，提升用户体验；2、负责项目/产品的前端页面HTML+CSSML5+CSS3代码的编写；3、负责项目/产品的JavaScript对HTML5/VUE的开发。；4、负责对现有JS工具框架维护和改进。能力要求（按综合能力评定）:1、大专及以上学历；2、具有Vue.js项目开发经验，实现UI设计效果。熟悉前端工程的构建、打包、部署；3、具有规划产品界面风格、视觉效果和交互体验的工作经验；4、熟悉JavaScript、CSS、HTML，熟悉JavaScript性能优化；5、掌握Node及webpack，对浏览器兼容问题有丰富经验；6、能配合后台工程师一起研讨前端技术实现方案，提高界面交互体验；7、可以进行复杂HTML5动画开发，可优化网站静态资料加载速度等。
Vue前端开发工程师（上海）,公司主营智慧金融解决方案：金融设备软、硬件的自主研发，生产及销售，具体介绍请官网了解。岗位职责（非外包）：1、负责规划产品界面风格、视觉效果和交互体验，提升用户体验；2、负责项目/产品的前端页面HTML+CSSML5+CSS3代码的编写；3、负责项目/产品的JavaScript对HTML5/VUE的开发。；4、负责对现有JS工具框架维护和改进。能力要求（按综合能力评定）:1、大专及以上学历；2、具有Vue.js项目开发经验，实现UI设计效果。熟悉前端工程的构建、打包、部署；3、具有规划产品界面风格、视觉效果和交互体验的工作经验；4、熟悉JavaScript、CSS、HTML，熟悉JavaScript性能优化；5、掌握Node及webpack，对浏览器兼容问题有丰富经验；6、能配合后台工程师一起研讨前端技术实现方案，提高界面交互体验；7、可以进行复杂HTML5动画开发，可优化网站静态资料加载速度等。
前端开发工程师,岗位描述：岗位要求：聪明上进，计算机相关专业
Web前端开发工程师,岗位职责：1、Web前端框架开发；2、运用vue、EXT及mui框架开发PC、APP页面；3、可前后端交互，并能承担一定后端开发能力。职位要求：1、对WEB开发感兴趣，并有自己的想法；2、熟悉网页页面排版设计，熟悉HTML、CSS、Javascript（含ES6）编程；3、熟悉vue、element、bootstrap等前端框架；4、了解c#基础知识5、积极主动，有良好的学习与沟通表达能力以及责任心；6、有H5混合式APP开发者优先；7、有在平台开发过项目（包括实习或者培训）优先；8、有一定/c#基础，并愿意学习者优先。厦门市思明区软件园二期观日路18号103、104、204单元点击查看地图
前端开发工程师,工作内容：1、参与项目的需求分析；对客户提出的要求能提出合理的解决方案。2、负责项目前端的开发与相关文档的编写；3、具有良好的学习、组织、分析、协调和沟通能力，有团队合作精神，能快速融入团队，能够承受较大的工作压力，有较强的责任心和事业心。任职要求：1、计算机相关专业专科以上学历。2、熟悉H5前端知识体系，HTML、CSS、JS基本功扎实。3、熟悉VUE和响应式设计。4、熟练微信公众号、小程序开发。5、有ERP相关开发经验者优先。福利待遇：五险一金、高温补贴、周末双休、节日福利、餐费补贴、定期体检等。浙江省嘉兴市南湖区亚太路705号创新大厦浙江清华长三角研究院B幢11楼点击查看地图
Web前端开发,假如你：1、有创造力、有想法，对用户体验、交互感兴趣2、行动力强，更有解决问题的主观能动性岗位职责：1、承担WEB系统的界面设计和用户体验设计;2、和产品经理沟通并确定产品开发需求;3、与后台工程师紧密合作，高效地完成开发工作。4、承担主要开发工作，分析、优化性能，提高用户体验。任职要求：1、计算机或相关专业本科或以上学历，22届学生优先；；2、熟悉HTML5、CSS3等前端领域新技术，了解ES标准，对前端模块化，组件化有一定理解；3、熟练使用Vue相关技术栈，有组件化经验；4、解npm、webpack、git等工程化工具的基本配置；5.有良好的编码风格，团队规范意识，积极主动的工作态度，优秀的沟通能力；
Vue前端开发工程师（南京）,公司主营智慧金融解决方案：金融设备软、硬件的自主研发，生产及销售，具体介绍请官网了解。岗位职责（非外包）：1、负责规划产品界面风格、视觉效果和交互体验，提升用户体验；2、负责项目/产品的前端页面HTML+CSSML5+CSS3代码的编写；3、负责项目/产品的JavaScript对HTML5/VUE的开发。；4、负责对现有JS工具框架维护和改进。能力要求（按综合能力评定）:1、大专及以上学历；2、具有Vue.js项目开发经验，实现UI设计效果。熟悉前端工程的构建、打包、部署；3、具有规划产品界面风格、视觉效果和交互体验的工作经验；4、熟悉JavaScript、CSS、HTML，熟悉JavaScript性能优化；5、掌握Node及webpack，对浏览器兼容问题有丰富经验；6、能配合后台工程师一起研讨前端技术实现方案，提高界面交互体验；7、可以进行复杂HTML5动画开发，可优化网站静态资料加载速度等。
初级Web前端开发工程师,1、负责公司Web端产品、移动端HTML5产品（HybridApp）、小程序和网站前端开发制作和维护，与后台工程师协作，完成数据交互、动态信息展现；2、配合项目经理和UI设计师，改善用户体验；3、对Web前端前沿技术有研究，并应用到项目中以改善用户体验；4、了解Node.js环境搭建，能快速进行Vue项目开发，了解ElementUI、Mint-UI、Mui等常用组件库；5、掌握Gulp、Webpack等前端构建工具并熟练应用，具备前端工程化思想和组件化开发方式。
前端软件开发工程师,岗位职责：1、负责产品人机交互前端功能设计、开发与维护。2、负责持续优化前端应用的性能和人机交互体验。3、负责前端工程化工具开发与技术整合。4、负责前端通用类库与框架的编写。5、负责追踪前端技术的发展，结合实际需求进行技术的改进与创新。任职条件：1、计算机科学与技术，软件工程相关专业2.了解常见的需求描述技术，能够理解UML图、数据流图等相关技术描述的需求（或能对软件需求所采用的技术进行审核）3.能够掌握1种及以上的开发语言，并了解1种常用的脚本开发语言（或掌握1种常见的测试工具如testbed）。4.掌握公司编码规范或项目编码规范，并用于项目开发(测试)。5.能够编制符合设计文件的、功能正确的普通或复杂产品代码（或符合测试要求的测试案例）。6.能够有效进行所参与开发代码的调试（或被测代码的测试）工作，主动为所参与代码的调试提供完整、准确的信息（或能够提炼出被测代码较完整的信息）。7.熟悉常见的详细设计技术（测试案例设计），能够使用UML、因果图等相关技术较准确地进行详细设计（或案例设计），能够在编码规范的要求和限制下参与模块的设计（或案例设计），具备简单软件模块的设计能力（案例设计能力）。
JAVA软件开发工程师|Web前端开发工程师|软件测试工程师,2021年8月26日上海携宁计算机科技股份有限公司单位简介：携宁科技一直专注于金融业务管理系统的研发与服务，并已获得国家高新技术企业认证。目前，携宁已服务超过300多家金融客户，产品覆盖了证券、基金、保险、银行、私募、信托、期货、金控公司等。我们在北京、深圳、西安均有分公司，并在武汉建立研发中心。智能客服、智能投顾、智能资讯以及大数据等人工智能的应用已渗透到客户业务流程中，携宁已全面集成人工智能应用场景在金融领域的实践。公司总部位于上海漕河泾开发区，现有员工600多人。创新、活力是公司始终不变的理念，这是一个自我提升、成就事业的舞台，是牛人，等你来!招聘岗位：1、JAVA软件开发工程师-金融方向5人；2、Web前端开发工程师-金融方向5人；3、软件测试工程师-金融方向5人。岗位要求：1、本科及以上学历，数学、软件工程等相关专业在校生；2、前端开发需了解vue或react等JS开发框架以及生态。3、测试需了解软件测试相关知识；4、有责任心，有一定的抗压能力，学习能力强。联系人：牛女士联系电话：029-89286223转8006联系邮箱：yr.niu@单位地址：西安市高新区科技二路普声大厦6楼
Vue前端开发工程师（武汉）,公司主营智慧金融解决方案：金融设备软、硬件的自主研发，生产及销售，具体介绍请官网了解。岗位职责（非外包）：1、负责规划产品界面风格、视觉效果和交互体验，提升用户体验；2、负责项目/产品的前端页面HTML+CSSML5+CSS3代码的编写；3、负责项目/产品的JavaScript对HTML5/VUE的开发。；4、负责对现有JS工具框架维护和改进。能力要求（按综合能力评定）:1、大专及以上学历；2、具有Vue.js项目开发经验，实现UI设计效果。熟悉前端工程的构建、打包、部署；3、具有规划产品界面风格、视觉效果和交互体验的工作经验；4、熟悉JavaScript、CSS、HTML，熟悉JavaScript性能优化；5、掌握Node及webpack，对浏览器兼容问题有丰富经验；6、能配合后台工程师一起研讨前端技术实现方案，提高界面交互体验；7、可以进行复杂HTML5动画开发，可优化网站静态资料加载速度等。
前端开发工程师（校招）,你的工作职责1、参与内部平台系统前端开发工作；2、与产品和UI设计师协作，完成设计的交互和UI的实现；3、与服务端密切配合，完成接口联调；4、维护已有上线项目，推进版本计划。我们希望你1、本科以上，计算机相关专业，对前端技术有强烈的兴趣，喜欢钻研；2、熟悉前端相关知识html，css，js，jquery，React/Vue等；3、具有良好的学习和沟通能力，及独立解决问题的能力；4、在校计算机相关课程有优成绩或者获得过奖学金更佳。
Web前端开发工程师,职位诱惑：工业4.0，智能制造岗位描述：1、初步理解业务需求并进行技术分析；2、完成数据平台前端界面的开发，并与后台人员配合调试；3、跟踪最新的前端技术和标准（HTML5），持续优化前端，以提高前端的用户体验及性能；岗位要求：1、精通HTML+JS+CSS，熟悉H5和CSS3，对Web标准和标签语义化及模块化有一定理解；2、精通Vue等前端框架，精通e-chart或am-chart等图表控件；3、熟悉前后端交互方式以及http通信，熟悉代码管理流程与协同开发；4、熟悉当前互联网的各种流行应用，在交互开发、用户体验等方面有自己的见解，能主动根据业务需要，提出合理的交互方案。上海市宝山区逸仙路2816号华滋奔腾大厦B幢2203室点击查看地图
前端开发工程师,岗位职责1、利用H5技术开发微信、手机APP、PC等多平台的前端应用；2、参与公司产品或各项目中的前端功能设计、开发和实现；3、负责与后端人员进行沟通，协同解决及优化前后端数据交互；4、根据页面设计对页面进行功能测试及用户体验测试。岗位要求1、具有良好的沟通能力和团队协作能力；2、精通JavaScript、CSS、HTML语义化标签，对web前沿产品和技术感兴趣并愿意做研究；3、熟悉Gulp、Webpack、Less、SASS、等一个或多个，了解应Angular、Vue、Recat等常见前端框架优先；4、熟悉模块化开发以及模块化开发工具；5、具备一定的UI设计能力；6、能够站在用户角度，完成页面测试；
前端开发工程师,岗位职责1、利用H5技术开发微信、手机APP、PC等多平台的前端应用；2、参与公司产品或各项目中的前端功能设计、开发和实现；3、负责与后端人员进行沟通，协同解决及优化前后端数据交互；4、根据页面设计对页面进行功能测试及用户体验测试。岗位要求1、具有良好的沟通能力和团队协作能力；2、精通JavaScript、CSS、HTML语义化标签，对web前沿产品和技术感兴趣并愿意做研究；3、熟悉Gulp、Webpack、Less、SASS、等一个或多个，了解应Angular、Vue、Recat等常见前端框架优先；4、熟悉模块化开发以及模块化开发工具；5、具备一定的UI设计能力；6、能够站在用户角度，完成页面测试；
Web前端开发工程师,"职位描述：1.负责网站前端开发，完成数据交互和动态信息展现，保持高效的前端性能；2.使用Java熟练、准确地进行代码构建，实现产品所需的动画效果以及交互效果,会切图；3.与产品、后端沟通，协同进行前后端分离的开发模式；4.持续关注新技术，引入并优化前端的质量、性能、用户体验；任职要求：1.统招本科计算机相关专业毕业（学信网可查）；2.精通HTML/CSS布局，精通Java，HTML5，CSS3规范并能在开发过程中熟练运用；3.熟练掌握Jquery，Bootstrap等技术；熟悉使用Vue框架。欢迎大四同学报名实习，可先签三方协议，实习一至三个月，符合要求后即可转正，转正后无试用期。工作地点：上海市四平路2158号国定大厦807-810室联系邮箱：panli@联系电话：13611951998（潘女士）微信同号"
前端开发管培生,工作职责：1、参与公司核心项目（七猫免费小说）需求的讨论和评审，完成业务功能与技术模块/框架的实现；2、对已有系统进行维护和优化，提升系统健壮性；3、养成良好的编码习惯，严格准守公司代码规范；4、关注开发前沿技术，参与新技术的调研和选型讨论。任职要求：1、***本科及以上学历应届毕业生，计算机或者软件工程相关专业；2、具备扎实的计算机基础知识，至少熟练使用一门主流开发语言；3、热爱互联网行业，在校期间有过项目开发经验；4、乐观向上，具备良好的沟通表达能力，严谨的逻辑推理能力；5、能直接参与简单项目开发者优先考虑。【加分项】1、参与开源项目并贡献过代码（请在简历里附上Github链接）；2、发表过技术博客或者技术文章（简历中附上博客/文章链接）。
Web前端开发工程师|高级Web前端开发工程师,"【关于我们】上海云深网络技术有限公司(ww***net[点击查看])于2011年在上海浦东软件园张江自贸区创建，创始团队有来自中欧国际商学院有丰富商业实践经验的EMBA们，有来自中美合资软件公司有十几年软件行业经验的IT精英们。公司专注于为合作伙伴提供从0到1，从1到N的互联网+整体解决方案，与传统行业合作伙伴共同打造互联网＋传统业务的全新互联网业务产品，以最新的互联网技术和IT技术助力于合作伙伴的业务创新和业务快速成长。公司目前已经在跨境出口、健康医疗、海外留学、在线教育等领域通过自主研发和合作伙伴一起打造了一批全新的互联网＋业务平台。公司2015年完成A轮融资获得上市公司的参股，并获得上海市高新技术企业认证，目前已获得近50项自主软件知识产权。公司秉承“持续创造软件服务价值”的理念，坚持“尊严、创造、收获、分享”的价值观，以“云深出品，必属精品”的态度提供优质的互联网+技术专业服务。岗位介绍Web前端开发工程师（2名）薪资范围：9~14k，工作地点：中国（上海）自由贸易试验区盛荣路88弄2号201，本科及以上学历职位描述：1、参与完成产品Web功能的开发与实现；2、参与产品Web用户体验、性能、架构等方面的改进与优化；3、最新Web技术的学习和研究。职位要求：1、大学本科及以上学历，计算机相关专业；2、熟悉Web前端技术，包括HTML、CSS、Javascript等，熟悉Ajax，熟悉jQuery等常用库；3、了解脚本语言如Ruby、PHP、Python，有项目经验优先；4、对技术充满热情，勇于尝试，有较强创新的能力。高级Web前端开发工程师（2名）薪资范围：15~30k，工作地点：中国（上海）自由贸易试验区盛荣路88弄2号201，本科及以上学历岗位职责：1、制定Web开发团队技术演进方案；2、带领Web开发团队负责产品开发；3、设计和开发公司Web核心功能与技术难点攻关；任职要求：1、大学本科及以上学历，计算机相关专业；2、3年及以上Web前端开发工作经验；3、精通各种Web前端技术XHTML/HTML/CSS//JavaScript；4、精通目前主流的Javascript库和框架，如：jQuery、Angular,React等；5、非常强的学习能力，领悟能力、沟通协作和解决问题的能力；6、能够承受压力，有团队管理经验，能够带领团队高质量快速交付产品。福利待遇：1、带薪休假5天2、每年一次旅游3、双休，节日福利，员工庆生联系方式：联系人：曹杰茹联系电话：021-58826282联系邮箱：jobs@联系地址：中国（上海）自由贸易试验区盛荣路88弄2号201"
Web前端开发工程师,1.本科学历，计算机相关专业；2.热爱编码，乐于学习；3.有扎实的web基础，熟悉Js、Css、Html编程；4.熟悉开发工具，熟练使用JQ、web、框架语言；5.在校有相关学习开发项目经验；6.能够使用vue、react框架开发者优先；7.有实际项目者优先；山西省朔州市经济开发区慧源创新科创园D座点击查看地图
前端开发工程师,岗位职责：负责ZStack管理界面的开发工作;根据需求，设计并实现云计算系统管理界面的前端和后端相关功能;岗位要求：本科/硕士，通信、计算机等相关专业;熟悉Javascript语言;熟悉CSS布局;熟悉Vue.js、ReactJS、AngularJS等现代前端框架中的一种;了解git版本控制系统;具备较强的问题分析能力和团队合作能力;上海市闵行区东川路555号紫竹科技园4号楼5楼点击查看地图
Web前端开发工程师,职责：参与ZEGOSDK设计和研发，为客户提供易用，稳定的js插件；要求：1、js基础扎实，逻辑思维能力强;2、心态开放、沟通界面好；持续学习、追求卓越;3、2022届统招本科或以上学历，计算机相关专业.
软件开发岗-前端,一句话：使用前端开发工具创建WEB页面或APP等前端界面呈现给用户岗位职责：1、与设计师一起，美化产品线Web功能的设计，完成产品线Web功能的开发与实现；2、技术上有机会做全栈式开发、移动端开发、参与性能、架构等方面的改进与优化。专业要求：计算机/软件等相关专业
前端开发工程师（西安）,1）硕士以上学历，计算机、软件工程等相关专业优先，不限经验，优秀应届生可培养；2）熟悉html、css、js和HTTP协议相关专业优先；3）熟悉vue全家桶，有实际经验者优先；4）拥有一定的学习能力和解决问题的能力，善于沟通，积极主动，逻辑性强；5）掌握Git版本管理工具。
web前端开发工程师,职位描述：1、根据产品部门需求，完成需求分析并进行对应的功能设计；2、使用前端技术完成产品Web端界面的编码和设计；3、使用VUE、JavaScript进行代码构建，完成产品设计的各种特效；4、优化前端体验和页面响应速度，并保证兼容性和执行效率。任职资格：1、本科及以上学历，计算机、软件工程或其他理工类相关专业；2、熟悉HTML/HTML5、CSS/CSS3、javascript等web前端开发技术；3、，能够熟练运用HTML5特性实现功能，熟悉VUE等框架；4、具备良好的分析问题和解决问题的能力，有较强的责任心，具有良好的学习、沟通能力，注重团队合作，有创新精神；杭州市余杭区联创街188号A1点击查看地图
前端开发工程师（深圳）,1）硕士以上学历，计算机、软件工程等相关专业优先，不限经验，优秀应届生可培养；2）熟悉html、css、js和HTTP协议相关专业优先；3）熟悉vue全家桶，有实际经验者优先；4）拥有一定的学习能力和解决问题的能力，善于沟通，积极主动，逻辑性强；5）掌握Git版本管理工具。
软件开发工程师|前端开发工程师|软件测试工程师,2021年8月26日上海携宁计算机科技股份有限公司公司简介携宁科技一直专注于金融业务管理系统的研发与服务，并已获得国家高新技术企业认证。目前，携宁已服务超过300多家金融客户，产品覆盖了证券、基金、保险、银行、私募、信托、期货、金控公司等。我们在北京，深圳、西安均有分公司，并在武汉建立研发中心。智能客服、智能投顾、智能资讯以及大数据等人工智能的应用已渗透到客户业务流程中，携宁已全面集成人工智能应用场景在金融领域的实践。公司总部位于上海漕河泾开发区，现有员工600多人。创新、活力是公司始终不变的理念，这是一个自我提升、成就事业的舞台，是牛人，等你来!主要产品公司的产品分别围绕金融行业的营销，投资，管理等维度一一展开。营销类：网上交易系统；投资类：sirm，股权投资系统，FOF等等；管理类：产品管理系统，投行管理系统等等；数据服务类：指标中心，知丘等等。公司福利①缴纳五险一金、补充商业保险（含意外伤害险、门诊医疗、住院医疗等险种）；②年度拓展、年度体检、年会；③每月车贴饭贴、举办篮球、足球、羽毛球等群众性体育健身运动、员工庆生会并且发放生日礼物；④不定期员工培训、节日礼金；⑤公司系高新技术企业，拥有科技成果转化项目，除了常规居住证7年落户之外，可以优先办理人才引进（落户）。招聘职位软件开发工程师-金融方向（工作地点：上海、武汉、西安，由应聘者自由选择）职位要求：1、熟悉Java和前后端分离开发方式；2、了解设计模式、了解数据建模、掌握数据库设计；3、课外喜欢独立开发应用小软件；4、参与过实际项目开发的同学优先；5、软件工程、数学专业优先。前端开发工程师-金融方向（工作地点：上海、武汉、西安，由应聘者自由选择）1、软件工程、数学专业；2、有责任心，有一定的抗压能力。软件测试工程师-金融方向（工作地点：上海、武汉、西安，由应聘者自由选择）1、软件工程、数学专业；2、有责任心，有一定的抗压能力。西安分公司地址：西安市高新区科技二路普声大厦606-607室联系电话：029-89286223转8006人力资源部牛女士电子邮件：hr@公司网址：www.
前端开发工程师（中通服中睿科技有限公司）,招聘岗位前端开发工程师用人单位中通服中睿科技有限公司学历要求本科专业要求计算机、软件工程等相关专业应聘资格要求1、具有较强的沟通、协调能力，综合素质较高，具备后续发展为项目经理、技术专家的潜力；2、具有较强的创新意识、服务意识和团队合作精神；3、熟悉前端开发语言。岗位职责1、参与产品软件前端开发工作；2、参与相关技术交流，提供技术支撑服务；3、负责项目工作的相关协调及解决问题；4、完成上级领导交代的其他各项工作。
