name,position_desc
Android开发,"岗位职责
1、负责在Android平台下的应用程序设计、开发、发布和维护；
2、负责公司监控产品项目Android的架构设计、方案的制定；
3、跟进Android的新技术发展，编写设计开发及实现文档；
4、负责优化移动产品的质量、性能、用户体验。

任职资格
1、5年以上Android开发管理经验，熟悉Android应用开发框架，能独立开发高性能的Android应用；
2、有物联网，安防，智能硬件类行业开发经验者优先
3、熟练使用开发工具，包括工程配置（如证书配置、调用第三方库等），代码书写优美、规范，注释适当、清晰；
4、具备良好的沟通能力，能承受一定的压力，有创业意识尤佳；
5、思路清晰，善于思考，能独立分析和解决问题，良好的团队合作精神。

职能类别：
移动开发工程师软件工程师
微信分享"
,
Android开发,"  1、负责Android软件的设计和研发；
  2、有混合开发的经验，有小程序开发经验加分。
  3、对所开发的软件使用情况进行跟踪、维护和优化，对用户在使用软件过程中遇到的问题提供技术支持；
  4、根据开发管理要求编写相应文档资料。
  5、完成上级交待的其他工作任务。
     岗位要求：
  1、计算机专业本科以上学历，3年以上全职Android系统开发经验，熟练掌握Android APP应用开发技术；
  2、熟练掌握java技术，熟悉面向对象编程设计,熟悉设计模式，具备扎实的编程基础;拥有良好的代码习惯，结构清晰，命名规范，逻辑性强；
  3、熟悉多种网络通讯协议、数据库、多线程、xml/json格式数据的解析等方面的知识；精通通信编程；
  4、熟悉Android框架及各种特性，掌握Android的线程机制，并熟练使用多线程；
  5、具有至少两款android应用的设计和开发经验，能够独立设计和开发，作品能上线者或熟悉J2EE开发者优先。
    
职能类别：
Android开发工程师
关键字：
android安卓开发软件开发android开发开发软件工程师工程师
微信分享"
,
Android开发,"【岗位职责】 
 1、完成基于 Android 平台的应用程序功能开发。 
2、负责项目的拆分需求，实现和问题攻关。 
 3、负责日常产品缺陷跟踪和解决。 
 4、负责功能研发和版本迭代。 
5、参与部分业务需求分析。 
【岗位需求】 
 1、2 年以上终端 Android 开发经验，计算机基础扎实，熟悉主流应用框架及原理，对产品体 验有追求，具备中大型应用开发经验。 
 2、熟悉 Android、java/kotlin，UI 框架，熟悉移动端性能指标，监控工具和调优方法。 
3、熟悉网络协议、多线程，有相关的开发经验 
 4、熟练掌握模块化、组件化等知识，熟悉各种常用的设计模式，数据结构和算法。 
5、熟练掌握 JetPack，深入使用过部分库且了解其运作原理。
6、具备良好的定位问题和解决问题能力，爱好学习和乐于分享，工作积极主动，责任心强。
职能类别：
Android开发工程师
微信分享"
,
Android开发,"岗位名称: Android图形开发工程师
                                                                                  岗位职责:
- 开发Android云游戏产品，包括虚拟化和容器
- 定位和解决Android 底层设备驱动相关问题 (e.g. 渲染、编码、Android系统等问题)
- 优化产品性能，开发Android相关的需求
- 维护Android容器镜像和版本迭代
                                                                                  岗位要求:
- 熟悉Android体系架构，3年以上Android系统开发和调试经验
- 熟练掌握Android Display Framework，熟悉SurfaceFlinger、HWComposer等图像显示技术
- 熟练掌握 Android service、Jni、Native service、HAL 等核心机制；
- 熟悉利用AOSP定制Android系统
- 熟悉Linux/Android的多媒体框架或者有ffmpeg、OpenMAX等相关经验者优先
- 熟练掌握OpenGL ES/Vulkan等图形开发接口者优先
- 有相关GPU编程，Shader编程经验者优先
- 熟悉ARM体系架构，有相关内核开发经验者优先
- 熟悉K8S、docker、kata者优先
- 有Android NDK webrtc 相关经验者优先
- 熟悉Linux体系架构，有相关内核网络、存储、文件系统、内存、调度器，Cgroup等模块开发经验优先
职能类别：
半导体技术
微信分享"
,
Android开发,"岗位职责：
1、负责新项目功能的设计与开发；对已有项目进行功能改进和维护。
2、根据产品或项目需求完成模块设计、模块编码的等工作。
3、按照项目计划，按时提交高质量的代码，完成开发任务。
4、改善软件的易用性，提升用户使用体验。
任职资格：
1、本科及以上学历，计算机等相关专业，1年以上Android开发相关工作经验。
2、熟练掌握Android四大基本组件特性并且能够灵活运用。
3、熟练掌握 Android平台UI设计，熟悉常用布局、控件。
4、熟练掌握Android 平台网络通信机制，对TCP/IP、HTTP/HTTPS等网络传输协议有深刻的了解。
5、熟练掌握线程池的使用，熟悉多线程的开发。

职能类别：
Android开发工程师
关键字：
Android移动开发
微信分享"
,
Android开发,"面试流程：笔试—技术面试—人事面试

岗位职责：
1、Android客户端架构设计、代码开发和优化工作；
2、编写设计文档和技术说明书；

任职要求：
1、本科以上学历，计算机、软件工程、通信等相关专业毕业；
2、熟悉常见数据结构、算法和设计模式，熟悉 TCP/IP、HTTP、MQTT协议等网络协议；
3、熟悉客户端常见架构设计和工作原理，并主导过应用技术框架搭建、关键技术选型等工作；
4、有系统稳定性、系统性能、内存优化经验优先；
5、有IoT相关应用开发经验优先。
6、有多个第三方SDK使用经验的优先（阿里云Iot或涂鸦云优先）。

其他待遇：
5险1金、员工体检、节日福利、儿童节员工子女福利！
带薪年假：满1年7天，满4年12天，满6年15天！
不定时的团建活动，员工生日会、旅游等活动！

上班时间：9:00-18:00 7.5小时/天 双休

职能类别：
Android开发工程师
关键字：
安卓开发
微信分享"
,
Android开发,"岗位职责：
1.负责Android系统Framework及内核等系统框架层的优化、关键模块开发实现及调试定位。
2.负责带领团队一起对Android系统级关键技术问题的攻克，应用内核、关键模块等的技术封装。
3.对Android系统的性能和稳定性负责，以及应用层与操作系统层的适配调优。
4.带领团队针对客户的特殊场景和逻辑，进行UI、逻辑和接口的快速定制及维护。
岗位要求：
1、熟悉AndroidFramework,系统及客户需求的App定制开发；
2、熟悉Android 的基本组件、熟悉新的API(Android 6.0以上）的特性和使用；
3、熟悉Android系统架构及性能优化，能胜任项目中的各类脚本编写任务，熟悉Android SDK的应用开发，修改Launcher、SystemUI,源码结构及常用模块的原理；
4、Android系统开发经验，项目维护、项目bug的解决，扎实的Java、C/C++编程基础；
5、熟悉Android系统开发及编译流程具备独立完成项目的能力，有Android 系统移植、开发经验，熟悉Java；
6、对Android App性能优化和内存有深入了解，熟练掌握Android平台下的代码调优技术；
7、熟悉平台的Android内核裁剪适配，从事过Amlogic、RK、MTK或其他平台Android系统开发经验者优先；
8、有人脸识别、图像处理、NFC业务开发经验者优先；
9、具备独立完成项目的能力，客户需求的App开发能力；
10、工作主动、积极性高、责任心强、能按时按质完成项目，交际关系好、善于思考，逻辑分析能力强。
职能类别：
Android开发工程师
微信分享"
,
Android开发,"【Android应用工程师】
1.承接开发和维护工作：闹钟 、天气、日历、便签、投屏、录音机、计算器；桌面、儿童模式亲情守护、升级、开机引导；音乐、演示视频、演示APP；拨号、通话、STK、联系人；应用分身、画中画、精致精细。
2.负责项目维护、ROM升级等。
职位要求：
1.本科及以上学历，3年及以上android应用开发经验。
2.熟悉android应用程序开发框架，了解android框架层常用服务，有独立开发应用的经验。
3.掌握android代码优化技巧，了解常用的性能内存优化方法及工具。
4.积极主动，有责任心，有良好的团队协作能力，能协助承担相对高难度的工作。
联系人石经理（15515684908）

职能类别：
Android开发工程师
关键字：
android安卓开发安卓android开发开发ROM
微信分享"
,
Android开发,"岗位要求：
1、计算机或相关专业，专科以上学历，1-3年以上安卓开发经验（优秀实习生也考虑）；
2、熟练掌握Kotlin、Java开发语言，精通面向对象编程，理解设计模式，有良好的编码习惯；
3、熟悉Java API、Android API、NDK API等关键API能力,
4、熟悉Jetpack、retrofit、mvvm，了解handler机制，事件分发机制,
5、掌握Http、Https、TCP和UDP等常用的网络通信协议，熟悉Android平台下Http和Socket编程；
6、熟练掌握Android基础UI布局和控件，能够自定义UI控件；
7、具备开源库源码阅读和分析能力；
8、熟悉多线程编程， SQLite数据库编程，json/xml数据打包和解析等常用技术；
9、有优秀的学习能力,善于沟通,有较强的抗压能力。

岗位职责
1、负责公司Android端核心产品的方案设计和版本迭代开发。
2、负责App相关技术分析和评审，制定解决方案，评估开发时间，解决开发中的技术难题。
3、参与产品技术架构及发展方向等方面的研究。
4、能独立完成项目开发并参与项目重点、难点的技术攻坚。


▲有激情、有梦想的团队，舒适的工作环境、让伙伴们在自在中激发灵感、发挥创作；
▲不低于市场水平的薪资，如果你有超凡能力，有信心大幅提升消费者对平台的信任度、满意度和黏性，你可以来定义你的薪水；
▲充满挑战的工作岗位，用能力说话，用态度说话，用成绩说话——只要你愿意奋斗，就有充足的机会；
▲公司楼下西门口广场，附近都是老广传统美食，超级方便你体验老广的生活；
▲不定期的部门活动、生日派对、下午茶等等，我们一起玩出新高度；
▲享有国家法定节假日、年休假、婚假、产假、病假；
▲享有工作餐补贴、交通补贴；
▲入职购买五险一金

我们期待和你并肩，我们始终相信，优秀的人才是推动公司不断发展的原动力，所以我们一直在等待这样一个你：
你不需要很优秀，但必须专注；你不需要有经验，但必须好学，有清晰职业目标和个人理想，愿意在it行业内奋斗；
我们会竭尽所能为每一个努力上进的你谋求福利，让你追梦的旅途日益丰盈。
职能类别：
Android开发工程师
关键字：
android安卓开发软件开发软件工程师
微信分享"
,
Android开发,"1.CCMS（建筑管理系统） 手机 APP 开发
2.Android 开发 3~5年左右经验
3.韩语熟练
职能类别：
Android开发工程师
关键字：
android
微信分享"
,
Android开发,"岗位职责：
设计与开发基于Android平台的移动音视频应用；
编写相关开发文档、技术资料等；
配合其他研发、测试人员，实现产品正式发布；
在有兴趣、有能力的前提下，可参与到Android Framework相关功能的开发；
学习和研究新的移动互联网技术，使得产品日臻完善、领先于同类产品。
任职要求：
计算机、电子信息、自动化、通信等相关专业毕业，本科以上学历；
热爱软件编程，能够独立解决问题，思维敏捷；
求知欲强，善于学习和积累；
具备扎实的Java或其他语言编程功底，熟悉面向对象编程设计；
善于沟通，乐于协作，不崇尚个人英雄主义；
熟悉音视频编解码、网络通信相关技术更佳；
有志在合肥长期发展。
超优质福利待遇：
周末双休、弹性工作制度（不打卡）、公司氛围轻松富有活力；
同行业富有竞争力的薪资、年终奖、六险一金等基础福利待遇；
餐补、过节费、节日礼品、加班餐、加班免费乘车等额外福利补贴；
优秀者股权奖励、期权激励；
每年公司主动给出1-2次提薪机会；
每年2次旅游（出国+出省远程游）、1次员工体检；
高频次下午茶、零食饮料不限量供应；
出其不意的惊喜红包或礼物。

职能类别：
Android开发工程师
关键字：
六险一金周末双休不打卡androidandroid开发安卓开发软件工程师工程师安卓
微信分享"
,
Android开发,"Android岗位职责

1、按照产品需求，负责基于Android的应用软件、客户端功能开发
2、根据项目需求，完成开发、测试及维护工作，能独立开发工作
3、基于公司产品协议，实现网络API、BLE协议对接开发
4、根据研发规范和项目流程编写相关的技术文档
5、持续的优化产品的品质、性能,用户体验。

任职要求：

1、计算机相关专业，2年以上的Android应用开发经验,有良好的编码习惯;
2、具备扎实的Java、Kotlin语言基础，对java的swing和awt等图形界面开发有一定的了解;
3、熟悉基于BLE自定义协议开发，了解底层数据通信原理及数据转换
4、有Fluter、Taro等跨平台APP/小程序 开发经验者优先；
5、了解常用的数据结构，算法，数据库(mysql),有较强学习能力;
6、熟悉掌握Android界面绘制，后台运行，数据存储，网络通信等原理，具备独立开发高性能的Android应用的能力;



7、具备较强的沟通能力，需求理解分析能力，功能完善能力，有较强的团队合作意识，高效完成任务。
职能类别：
Android开发工程师
关键字：
android
微信分享"
,
Android开发,"岗位职责
1、根据要求完成相关产品的Android平台应用程序开发设计、调试工作。根据产品和业务需求，对APP各功能模块进行UI框架设计，异步调用流程设计，兼容性设计，以符合产品和业务设计需求。
2、负责APP功能模块设计、编码和单元测试工作，高质量完成分配任务；
3、参与项目技术调研和方案讨论，负责项目相关文档编写；
4、负责APP端与服务端的通讯、联调、以及接口设计等工作；
5、根据项目需要，快速掌握新技术；
6、完善App后台接口和前端UI界面实现；
7、能够独立思考客观分析，为团队提供方案及设想并予以实现。

任职资格:
1、计算机相关专业大学大专以上学历，三年以上Android开发经验；熟悉Android平台应用的设计理念；
2、熟悉UI、设备访问等,熟悉iPhone开发工具和相关开发测试工具的使用；
3、有较扎实的C/C++基础（两年以上C/C++代码开发经验）；有小团队带队经验者优先。
4、具有Android独立开发案例者优先。
5、熟悉Android应用架构，熟悉Framework，SDK框架；

福利待遇：
1、公司为有需要的员工提供住宿，早餐、午餐、晚餐。
2、公司正式员工享有养老、医疗、失业、工伤、生育等社会保险。
3、按国家规定享有法定节假日。

备注：
1、公司地址：广州市越秀区东华东路光东前街7号之一建东大厦7楼（即东华东路3路/215路车公交总站旁的越秀区市政和水利维护所楼上）。
2、乘车路线：A、地铁1号线或6号线东山口站E或F出口，沿署前路、龟岗大马路方向直走8分钟即到。
B、公交3路/215路车东山总站（龟岗）旁。
职能类别：
Android开发工程师
关键字：
android安卓开发
微信分享"
,
Android开发,"1、有良好的编码习惯及严谨的逻辑思维
2、具备扎实的java编程基础，理解面向对象的设计思想，了解常见的设计模式的使用场景
3.、了解开发Android应用，了解Android系统，有Android开发板开发经验优先
4.、熟练使用常用的关系型数据库，掌握常见SQL的优化技巧，熟悉主流NoSQL数据库
5.、熟练HTML、CSS、JavaScript等前端技术
6.、熟悉Linux的基本操作，熟练使用GIT、Maven、MyEclipse/Eclipse、IntelliJ IDEA等工具
7、熟悉Tomcat、Nginx、Jetty等服务器
8、熟练掌握Spring、Spring MVC，SpringBoot，Mybatis等基本框架的使用
9、有微信公众号、小程序开发经验者优先


职能类别：
软件工程师
关键字：
java开发工程师软件开发软件设计Android安卓
微信分享"
,
Android开发,"岗位职责:
1 、完成上级安排的工作任务；
2 、负责安卓客户端应用开发和测试；
3 、参与 App 项目的需求分析、系统设计、性能优化、项目维护；
4 、编码设计和代码实现；
5 、设计用户交互端口、检查功能完成度、联调；
6 、个人代码自测、提交组内测试、进行 BUG 修改。
  任职资格:
1、大专及以上学历，计算机或相关专业，3年以上Android实际开发经验； 
2、熟练掌握Java语言，熟练掌握面向对象编程，熟悉Android平台的应用设计规范、具有良好的编程习惯和代码规范意识，熟悉Android平台下的代码调试和调优技术；
3、熟练运用四大组件进行需求开发；
4、熟练掌握TCP, Http，Https等通讯协议，熟练使用OKHttp 或 Http其他工具类进行网络编程；
5、熟练掌握Android UI编程，动画编程，对Android事件分发流程，View绘制流程，自定义View 有较深理解；
6、了解并使用过开源框架或技术如 Rxjava，Retrofit，EventBus，Android JetPack，OpenGL，组件化开发经验者优先；
7、具备积极进取踏实负责的工作态度，强烈的团队合作意识, 能承受工作压力；
8、掌握fluter跨平台开发的优先。
职能类别：
其他
微信分享"
,
Android开发,"工作内容：
1、负责Android移动端开发和维护；
2、参与整个研发团队的所有开发阶段，包括需求确认，详细设计和实现；
3、依据业务需求进行相应模块和功能开发；
4、良好的C++编程技术功底，熟悉安卓app开发的优先。
岗位要求：
1、本科以上学历，计算机软件相关专业。
相关福利：
1、薪资结构：基本工资＋绩效奖金+补贴；
2、企业培训：专业的入职培训＋业务培训；
3、大大小小丰富多彩的团建活动+节假日福利；
4、包住宿+高额餐补；
5、缴纳五险一金；
地址：武汉市东湖新技术开发区凤凰产业园凤凰中路10号。（湖北经济学院旁）
职能类别：
Android开发工程师
关键字：
android五险一金有各种补贴
微信分享"
,
Android开发,"招聘要求：
职位描述
1. 负责Android平台下公司相关产品App开发；
2. 根据项目任务计划按时完成软件编码和单元测试工作；
3. 按照开发流程编写相应模块的设计文档。
职位要求
1. 一年以上Android开发经验, 熟悉Android开发技术；
2. 熟练掌握Java语言编程技术；
3. 熟悉Android开发工具和相关开发测试工具的使用；
4. 熟悉UI，网络，多线程，本地存储，内存管理等app相关技术；
5. 有完整的app项目经验，对于框架搭建或重构有一定的经验和心得
6. 熟悉或了解flutter技术，有flutter开发经验者优先
7. 热爱程序开发，对IT行业充满激情，有独立的用代码解决问题的能力；
8. 具备良好的组织和沟通能力，有责任心。
职能类别：
Android开发工程师
微信分享"
,
Android开发,"1、负责Android应用程序的设计、开发、上线和维护；
2、参与需求和产品规划评估，能够对产品问题做及时反馈和响应，与产品经理持续沟通，独立制定开发计划，完成产品开发工作；
3、编写和维护相关开发和设计文档；
4、协助用户完成用户测试，解决测试发现的问题,能按照产品和项目的实际需求，按时完成开发任务，交付高质量代码；
5、负责移动应用新技术的研究、测试及引进；
6、协助安全团队深入Android客户端的安全攻防技术研究。
任职资格
1、本科以上学历，计算机相关专业，5年以上Android项目开发经验；
2、精通Android平台的应用软件开发，熟练掌握view；
3、有较强的独立解决问题的能力；
4、良好的编程规范，对设计模式有深刻的理解，熟悉开发流程；
5、优秀学习能力和沟通能力，具备较好的团队合作能力，态度端正良好，逻辑能力强，沟通能力良好，工作认真负责。
职能类别：
Android开发工程师
关键字：
android安卓开发android开发软件工程师
微信分享"
,
Android开发,"岗位职责
1、负责Android平台客户端程序的开发
2、负责搭建开发环境，完成系统框架和核心代码
3、设计、开发，测试 Android应用软件
4、根据开发过程中的体验对产品提出改进建议
5、针对客户需要，提供移动解决方案

任职要求
1、本科及以上学历，Android开发5年以上工作经验，有丰富的实施移动开发项目的经验；
2、独立负责过Android客户端产品的关键核心模块设计工作；
3、熟练使用Android常用的性能调优工具；
4、熟练掌握Java / Kotlin / Flutter等相关编程语言；
5、有较好的商业意识，能根据业务需求为客户制定相应的移动解决方案，并能提炼、总结可复用的解决方案；
6、工作认真负责，思路清晰，较强的沟通协调能力，具有团队合作精神；
7、有成熟商业应用案例者优先。
职能类别：
Android开发工程师
关键字：
androidandroid开发安卓开发
微信分享"
,
Android开发,"岗位职责：
1、负责 android手机应用开发；
2、负责 android：平台应用程序设计、开发；
3、参与讨论程序功能设计，独立完成功能开发，验证和修正测试中发现的问题；
4、学习和研究新技术以满足产品的需求，根据开发过程中的体验对产品提出改进建议
任职要求
1、本科及以上学历，计算机相关专业，3年以上相关工作经验；
2、2年以上 Android开发经验，精通 android平台架构、原理、API及 Android SDK，具备设计APP框架能力
3、精通 Android下的高性能编程及性能调优，熟悉各种手机适配；
4、责任心强，Gek精神，热爱移动互联网，极佳团队协作精神；
此岗位工作地点在南通
职能类别：
Android开发工程师
关键字：
android
微信分享"
,
Android开发,"（职位编号：X2、X3）Android系统开发工程师、 Android应用开发工程师：计算机应用、软件工程等相关专业；熟悉Makefile，Shell，Linux/Android系统框架及驱动开发。专业知识扎实，熟悉Android、Java等相关知识。
职能类别：
Android开发工程师
关键字：
android安卓安卓开发软件开发android开发开发软件工程师工程师
微信分享"
,
Android开发,"工作职责：
1、负责小型医疗电子产品嵌入式软件的设计、开发及维护；
2、根据项目需求撰写设计方案和使用说明书；
3、协助市场推广，解答客户使用中遇到的问题；
4、完成领导安排的其他工作。
岗位职责
1、熟悉Android平台的USB接口设备驱动编写调试；
2、熟悉Android平台UI开发；
3、有从事RK3288主板或者MSTAR平台或者还是811开发工作经验优先；
4、具备Android应用开发基础，熟悉Android下JNI、NDK编程；
5、精通汇编/C/C++语言，熟悉主流MCU芯片的开发，熟悉SPI/I2C/UART等通信接口，熟练使用中断/DMA/定时器优先考虑；
6、积极主动，勤奋好学，有责任心；
7、一经录用，待遇从优。
职能类别：
其他
关键字：
安卓开发软件开发
微信分享"
,
Android开发,"职责：
按照产品设计完成android界面设计和功能开发，维护及优化界面的前端性能，提升用户体验；能优化代码并保持良好兼容性；协助其他开发和测试人员解决前端问题。

任职要求：
（1）本科及以上学历，计算机相关专业，熟悉android、H5开发，2年以上互联网APP开发工作经验，有社交媒体、知识分享类app前端开发经验优先，至少开发过一款已上线的app前端；
（2）熟悉主流的前端架构，至少掌握vue.js、react.js，熟练掌握小程序开发；
（3）掌握ES5、ES6、CSS、HTML，代码思路结构清晰，注释合乎规范合理；
（4）由im即时通讯开发经验。
（5）能独立完成前端设计、编码、测试工作，出色的沟通及语言表达能力，良好的团队合作精神，较强的自学能力及吃苦耐劳的工作精神。
职能类别：
Android开发工程师
关键字：
android
微信分享"
,
Android开发,"工作职责:
1. 负责客户端的需求实现、架构设计和代码编写，保障交付产品的质量；
2. 负责客户端的性能优化、技术方案调研和落地、App架构；
3. 以用户为中心、关注产品体验，持续进行体验升级和技术优化；
4. 维护线上版本稳定、通过反馈信息迅速定位并修复程序BUG。

任职资格:
大专及以上学历，5年以上Android开发经验，能独立开发Android App，熟练使用Git 和 Android studio；
精通Java多线程开发、掌握Kotlin，了解Android Framework原理，有良好的代码习惯和面向对象编程思想，具有扎实的编码基础，擅长UI定制与用户交互、动画等经验优先；
熟悉Android程序性能优化、内存优化;
精通View绘制原理，精通自定义控件,熟悉Android的基本组件、新的API(RecyclerView、CardView等)的特性和使用；
熟悉移动端常用的MVP、MVVM架构、组件化思想，熟悉rxjava,okhttp,retrofit,databinding,lambada，gradle脚本技术的优先；
.积极主动，较好的解决问题能力，具备较强的协调能力、团队合作精神和沟通技巧。

加分项：
有直播、社交行业APP开发经验者优先；
具有组件化，热修复开发经验。
职能类别：
Android开发工程师
关键字：
android安卓开发Kotlin直播appJava
微信分享"
,
Android开发,"Android
岗位职责：
1、参与或独立负责酷开系统相关Android 产品的开发工作；
2、根据开发规范与流程，独立完成模块的详细设计与编码；
3、对承担模块的开发进度和代码质量负责，确保软件设计及实现工作按时完成；
任职要求：
1、本科及以上学历，三年以上 Android 开发经验，有大型客户端 APP 开发经验
2、有扎实的编程功底和良好的编程习惯；
3、熟练掌握 Android 平台上 UI、多线程、网络、文件等方面的编程；
4、熟悉 Android 系统架构，熟练掌握安卓系统的绘制流程及事件分发机制，熟练掌握多线程、多进程环境下的开发技术，能够撰写规范的技术文档；
5、有较好的问题分析能力、独立解决问题能力以及沟通能力；
职能类别：
Android开发工程师
微信分享"
,
Android开发,"岗位职责
1、人脸识别相关功能的开发
2、能独立完成功能模块的开发
3、安卓面板机版本的维护和优化
4、参与产品研发的其他相关工作
任职要求
1、本科学历以上，3年Andriod软件开发经验，
2、软件知识结构全面，深刻理解计算机数据结构和算法设计
3、Java基础扎实，理解IO、多线程、集合等基础框架及相关原理
4、出色的分析问题和解决问题能力，对技术充满热情
职能类别：
Android开发工程师
关键字：
android安卓安卓开发软件开发android开发开发软件工程师工程师
微信分享"
,
Android开发,"工作职责:
1、负责移动终端的需求分析、设计、开发等工作；
2、负责与项目相关人员共同完成模块设计、移动终端与服务器端的通讯设计与开发；
3、负责与客户共同完成项目开发，需长期驻场。
任职资格:
1、具备扎实的面向对象程序设计基础以及Android开发经验；
2、精通图形界面设计，熟悉国内主流机型的特点，并能够进行相应的代码优化（速度/空间/界面）；
3、有较强的解决问题的能力，对OOD/OOP有深刻的理解，具有良好的编写程序的习惯；
4、熟悉多线程、HTTP、TCP/IP通讯协议；
5、能够接受客户现场管理规定，能够接受出差优先。
职能类别：
Android开发工程师
微信分享"
,
Android开发,"岗位职责
    1、负责公司项目业务模块日常开发与维护；
    2、参与设计android开发平台技术规范，并在日常开发实践中贯彻执行；
    3、学习和研究新技术应用到项目以满足产品需求；
    4、优化代码实现，提高产品性能体验。

任职资格
    1、大专及以上学历，计算机相关专业，熟练掌握常用应用架构、数据结构与设计模式；
    2、熟练掌握android编程，熟悉android反射机制，能够独立完成移动客户端的开发；
    3、对性能优化、内存优化、安全、软件加固等方面有一定了解；
    4、有对组件化、混合开发等有一定了解；
    5、andriod岗熟练使用java、kotlin，有扎实的编程功底和良好的编程习惯；
    6、具备较强的学习能力、沟通能力和团队合作精神.
职能类别：
Android开发工程师
关键字：
kotlin
微信分享"
,
Android开发,"岗位职责
1、负责Android相关课程开发和教学任务；
2、负责建设优化和配合各校专业培养方案、课程体系建设；
3、积极了解移动互联行业发展趋势，并保持技术领先性；
4、加瓦、C++、C# 基础语言功底；
5、可以用cocos2D、Unity3D 引擎进行安卓智能手机智能游戏的开发。
任职要求
1、计算机相关专业；
2、有良好的JAVA功底，熟悉Android智能手机平台；
3、具有2年以上Android开发项目经验；
4、了解安卓应用、游戏开发流程；
5、熟悉多线程、网络通讯协议，具备网络程序开发、Web开发经验者优先；
6、有过教学经验者优先；
上班地址：海南生态软件园

职能类别：
Android开发工程师
关键字：
android安卓安卓开发软件开发android开发开发软件工程师工程师
微信分享"
,
